,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
s315,19.93496896752478,18.19722971931822,23.516562781529174,24.670408712148014,24.39945993411696,24.958178929508207,24.999365853872572,24.995687019755522,25.0,24.433580976712804,23.250771487881984,23.73556890467731,23.158683468919946,23.023639014883305,21.929450962479187,23.96165966358933,25.0,22.83500588606938,24.917121257883352,24.927198417095067,24.993854261241232,24.98759788851973,25.0,25.0
s316,19.93496896752478,18.19722971931822,23.516562781529174,24.670408712148014,24.39945993411696,24.958178929508207,24.999365853872572,24.995687019755522,25.0,24.433580976712804,23.250771487881984,23.73556890467731,23.158683468919946,23.023639014883305,21.929450962479187,23.96165966358933,25.0,22.83500588606938,24.917121257883352,24.927198417095067,24.993854261241232,24.98759788851973,25.0,25.0
s317,19.93496896752478,18.19722971931822,23.516562781529174,24.670408712148014,24.39945993411696,24.958178929508207,24.999365853872572,24.995687019755522,25.0,24.433580976712804,23.250771487881984,23.73556890467731,23.158683468919946,23.023639014883305,21.929450962479187,23.96165966358933,25.0,22.83500588606938,24.917121257883352,24.927198417095067,24.993854261241232,24.98759788851973,25.0,25.0
s318,19.93496896752478,18.19722971931822,23.516562781529174,24.670408712148014,24.39945993411696,24.958178929508207,24.999365853872572,24.995687019755522,25.0,24.433580976712804,23.250771487881984,23.73556890467731,23.158683468919946,23.023639014883305,21.929450962479187,23.96165966358933,25.0,22.83500588606938,24.917121257883352,24.927198417095067,24.993854261241232,24.98759788851973,25.0,25.0
s319,19.93496896752478,18.19722971931822,23.516562781529174,24.670408712148014,24.39945993411696,24.958178929508207,24.999365853872572,24.995687019755522,25.0,24.433580976712804,23.250771487881984,23.73556890467731,23.158683468919946,23.023639014883305,21.929450962479187,23.96165966358933,25.0,22.83500588606938,24.917121257883352,24.927198417095067,24.993854261241232,24.98759788851973,25.0,25.0
s320,19.93496896752478,18.19722971931822,23.516562781529174,24.670408712148014,24.39945993411696,24.958178929508207,24.999365853872572,24.995687019755522,25.0,24.433580976712804,23.250771487881984,23.73556890467731,23.158683468919946,23.023639014883305,21.929450962479187,23.96165966358933,25.0,22.83500588606938,24.917121257883352,24.927198417095067,24.993854261241232,24.98759788851973,25.0,25.0
s321,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s322,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s323,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s324,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s325,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s326,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s327,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s328,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s329,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s330,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s331,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s332,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s333,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s334,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s335,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s336,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s337,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s338,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s339,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s340,23.748255108594066,24.18871686335731,24.99929917015209,25.0,25.0,24.863853334608635,24.425694864032373,20.83525077911717,20.149522625409208,19.17482069175593,17.079693535167326,12.286863990793279,10.214647394858842,11.08137946624738,14.599038339956104,21.011639950102264,17.813440722115327,18.831581460196077,22.97655476125278,24.988514327831545,25.0,25.0,25.0,25.0
s341,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s342,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s343,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s344,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s345,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s346,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s347,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s348,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s349,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s350,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s351,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s352,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s353,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s354,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s355,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s356,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s357,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s358,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s359,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s360,24.418109965200433,24.993106178917994,21.4075395043652,18.184734657261338,18.25814075577918,17.954868480902167,17.520828410016765,23.478385461840624,23.94080159359391,24.95650327011149,24.91555567941537,20.243954115574628,17.640237349455823,17.52413374138904,19.123384679117255,23.54587063221075,21.475562296125652,15.284703273583686,17.13597403350823,17.872868525335768,16.064912278191446,16.180604645902342,21.164193078956128,18.072973722915663
s361,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s362,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s363,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s364,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s365,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s366,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s367,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s368,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s369,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s370,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s371,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s372,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s373,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s374,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s375,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s376,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s377,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s378,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s379,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s380,22.607569142251787,14.378594702437484,17.465102931163944,17.59423588423093,20.809902793689535,23.378101971133407,21.236611030601143,22.60249245391345,17.25731768159908,14.017055111461122,14.153655491067054,6.989350906422348,4.255654653297784,2.5942807148801106,4.062906542376839,10.374617278371511,11.655214014825859,9.335955701937497,12.712143144696435,18.520124424865912,20.583096319552787,24.776063877360173,24.972803351062087,25.0
s381,23.257408773905716,23.59520873362513,22.72641062474925,24.053997661147427,24.12343198564096,24.032839411022984,24.16945216466518,23.2689397251117,22.125619658608304,22.375366780697007,24.194698840349442,24.99887578548163,25.0,25.0,25.0,24.850362777820557,24.31893640355525,22.17656932583296,20.41337648697835,12.157399697927051,10.50790618413668,13.788359503766506,14.301807150521407,17.24328131257077
s382,23.257408773905716,23.59520873362513,22.72641062474925,24.053997661147427,24.12343198564096,24.032839411022984,24.16945216466518,23.2689397251117,22.125619658608304,22.375366780697007,24.194698840349442,24.99887578548163,25.0,25.0,25.0,24.850362777820557,24.31893640355525,22.17656932583296,20.41337648697835,12.157399697927051,10.50790618413668,13.788359503766506,14.301807150521407,17.24328131257077
s383,23.257408773905716,23.59520873362513,22.72641062474925,24.053997661147427,24.12343198564096,24.032839411022984,24.16945216466518,23.2689397251117,22.125619658608304,22.375366780697007,24.194698840349442,24.99887578548163,25.0,25.0,25.0,24.850362777820557,24.31893640355525,22.17656932583296,20.41337648697835,12.157399697927051,10.50790618413668,13.788359503766506,14.301807150521407,17.24328131257077
s384,23.257408773905716,23.59520873362513,22.72641062474925,24.053997661147427,24.12343198564096,24.032839411022984,24.16945216466518,23.2689397251117,22.125619658608304,22.375366780697007,24.194698840349442,24.99887578548163,25.0,25.0,25.0,24.850362777820557,24.31893640355525,22.17656932583296,20.41337648697835,12.157399697927051,10.50790618413668,13.788359503766506,14.301807150521407,17.24328131257077
s385,23.257408773905716,23.59520873362513,22.72641062474925,24.053997661147427,24.12343198564096,24.032839411022984,24.16945216466518,23.2689397251117,22.125619658608304,22.375366780697007,24.194698840349442,24.99887578548163,25.0,25.0,25.0,24.850362777820557,24.31893640355525,22.17656932583296,20.41337648697835,12.157399697927051,10.50790618413668,13.788359503766506,14.301807150521407,17.24328131257077
s386,23.257408773905716,23.59520873362513,22.72641062474925,24.053997661147427,24.12343198564096,24.032839411022984,24.16945216466518,23.2689397251117,22.125619658608304,22.375366780697007,24.194698840349442,24.99887578548163,25.0,25.0,25.0,24.850362777820557,24.31893640355525,22.17656932583296,20.41337648697835,12.157399697927051,10.50790618413668,13.788359503766506,14.301807150521407,17.24328131257077
s387,23.257408773905716,23.59520873362513,22.72641062474925,24.053997661147427,24.12343198564096,24.032839411022984,24.16945216466518,23.2689397251117,22.125619658608304,22.375366780697007,24.194698840349442,24.99887578548163,25.0,25.0,25.0,24.850362777820557,24.31893640355525,22.17656932583296,20.41337648697835,12.157399697927051,10.50790618413668,13.788359503766506,14.301807150521407,17.24328131257077
s388,23.257408773905716,23.59520873362513,22.72641062474925,24.053997661147427,24.12343198564096,24.032839411022984,24.16945216466518,23.2689397251117,22.125619658608304,22.375366780697007,24.194698840349442,24.99887578548163,25.0,25.0,25.0,24.850362777820557,24.31893640355525,22.17656932583296,20.41337648697835,12.157399697927051,10.50790618413668,13.788359503766506,14.301807150521407,17.24328131257077
s389,23.257408773905716,23.59520873362513,22.72641062474925,24.053997661147427,24.12343198564096,24.032839411022984,24.16945216466518,23.2689397251117,22.125619658608304,22.375366780697007,24.194698840349442,24.99887578548163,25.0,25.0,25.0,24.850362777820557,24.31893640355525,22.17656932583296,20.41337648697835,12.157399697927051,10.50790618413668,13.788359503766506,14.301807150521407,17.24328131257077
